Country name,Period,Avg_Pillar_1_Score,Avg_Pillar_2_Score,Avg_Pillar_3_Score,Avg_Total_Index_Average,Avg_Overall_Rank,Avg_Overall_Rank_Rolling_Avg_(3y),Avg_Total_Index_Normalized,Avg_Pillar_1_Normalized,Avg_Pillar_1_Rank,Avg_Pillar_2_Normalized,Avg_Pillar_2_Rank,Avg_Pillar_3_Normalized,Avg_Pillar_3_Rank,Total_Yes_Votes,Total_No_Votes,Total_Abstain_Votes,Total_Total_Votes_in_Year
SLV,1970-1974,78.0754,91.8304,88.0839,85.9965,108.4000,105.6667,0.3128,0.3034,101.8000,0.3001,99.4000,0.3174,81.8000,227,11,52,290
SLV,1975-1979,88.3978,92.3316,88.9995,89.9096,109.0000,104.5333,0.3069,0.3585,91.2000,0.2700,112.8000,0.2976,92.8000,344,10,77,431
SLV,1980-1984,93.1135,97.4317,95.5614,95.3689,78.2000,87.6667,0.5505,0.5138,67.8000,0.5714,67.2000,0.5637,75.4000,593,18,38,649
SLV,1985-1989,92.4783,92.7625,91.8187,92.3532,115.6000,103.7333,0.2948,0.3357,111.4000,0.2563,125.8000,0.3416,104.8000,490,18,71,579
SLV,1990-1994,92.2714,97.3214,97.0377,95.5435,82.0000,97.2000,0.5352,0.3741,90.8000,0.5263,72.8000,0.6567,32.4000,281,0,15,296
SLV,1995-1999,94.8871,97.8060,97.3240,96.6724,40.8000,45.2667,0.6842,0.6170,55.8000,0.6006,66.0000,0.7354,22.4000,305,0,16,321
SLV,2000-2004,96.4321,96.9405,96.9484,96.7737,47.2000,31.8000,0.6628,0.6909,38.2000,0.5169,77.0000,0.6790,33.2000,302,0,17,319
SLV,2005-2009,95.0259,95.7363,96.8716,95.8779,86.4000,87.2000,0.5870,0.5583,83.0000,0.3833,131.8000,0.6840,40.4000,356,0,25,381
SLV,2010-2014,93.0165,95.5761,95.3169,94.6365,101.4000,101.2000,0.5229,0.4478,114.2000,0.4181,125.8000,0.6131,68.6000,313,1,33,347
SLV,2015-2019,96.7496,98.2437,97.6903,97.5612,28.4000,46.0000,0.7326,0.7057,44.8000,0.6412,59.8000,0.7398,28.4000,428,0,21,449
SLV,2020-2024,96.8472,96.9523,96.7894,96.8630,34.8000,27.6667,0.7149,0.7362,27.0000,0.5792,84.0000,0.7345,29.6000,405,0,28,433
SLV,2025-2029,87.4118,74.7005,74.9789,79.0304,175.0000,92.0000,0.1550,0.5109,84.0000,0.0532,98.0000,0.1422,28.0000,3,0,2,5
SMR,1990-1994,,94.6423,75.2197,84.9310,143.3333,157.1111,0.2328,,,0.4188,112.6667,0.1707,137.0000,64,5,39,108
SMR,1995-1999,86.2138,95.3016,87.3081,89.6078,143.6000,142.2667,0.3105,0.2342,145.4000,0.4076,119.0000,0.3540,98.8000,212,19,59,290
SMR,2000-2004,93.2034,97.6154,82.5681,91.1290,130.0000,128.9333,0.3551,0.4531,98.4000,0.5269,91.4000,0.2432,118.4000,240,43,74,357
SMR,2005-2009,90.7916,98.9011,82.9198,90.8708,134.4000,132.9333,0.3192,0.3181,137.8000,0.6451,47.6000,0.2104,127.2000,268,55,73,396
SMR,2010-2014,91.3957,98.6693,81.8418,90.6356,138.4000,140.9333,0.3185,0.3592,137.8000,0.6577,43.2000,0.2015,132.8000,237,51,67,355
SMR,2015-2019,90.7644,94.9863,82.9740,89.5749,137.0000,135.0000,0.3072,0.3390,143.4000,0.3868,137.2000,0.2406,132.8000,317,48,94,459
SMR,2020-2024,91.7985,95.1039,84.2300,90.3775,132.0000,135.1333,0.3554,0.3769,133.2000,0.4324,122.8000,0.2886,130.4000,303,58,75,436
SMR,2025-2029,88.0152,99.9418,99.5132,95.8234,33.0000,97.6667,0.6981,0.5306,76.0000,0.7241,9.0000,0.7291,1.0000,10,0,0,10
SOM,1960-1964,74.8698,95.3666,91.7452,91.7819,29.0000,20.6250,0.6515,0.4539,53.0000,0.5060,46.7500,0.6075,21.5000,71,2,14,87
SOM,1965-1969,83.1221,94.2218,93.0822,92.1218,44.4000,45.0000,0.5681,0.5282,55.0000,0.4862,61.6000,0.6293,29.0000,113,6,7,126
SOM,1970-1974,87.3238,97.3685,96.5711,93.7545,36.8000,42.4667,0.6042,0.5858,46.2000,0.6047,39.4000,0.6914,23.8000,315,6,7,328
SOM,1975-1979,95.2224,98.4765,98.0413,97.2467,24.8000,20.4667,0.7308,0.7185,24.2000,0.6593,37.6000,0.7374,21.2000,408,1,14,423
SOM,1980-1984,95.6732,97.0895,96.9706,96.5778,58.2000,53.1333,0.6397,0.6242,51.6000,0.5422,74.4000,0.6468,49.6000,629,2,37,668
SOM,1985-1989,96.6585,97.4253,97.3556,97.1464,62.8000,57.8667,0.6228,0.6015,58.8000,0.5346,76.2000,0.6235,47.8000,655,4,30,689
SOM,1990-1994,96.8081,99.3010,99.0180,98.3757,47.0000,65.8333,0.6918,0.5994,63.5000,0.6483,29.0000,0.6900,10.5000,146,1,1,148
SOM,2000-2004,,98.2498,96.8170,97.5334,36.0000,42.3333,0.6990,,,0.5811,77.0000,0.6715,40.0000,154,4,8,166
SOM,2005-2009,93.5266,96.3226,95.2373,95.0288,99.8000,83.6000,0.5297,0.4696,106.6000,0.4192,125.6000,0.5967,73.8000,223,10,10,243
SOM,2010-2014,95.2963,97.2394,97.1787,96.5714,56.6000,72.6000,0.6565,0.5822,68.4000,0.5306,100.0000,0.7069,31.8000,284,3,8,295
SOM,2015-2019,93.1630,97.3435,96.7029,95.7365,85.0000,74.9333,0.6036,0.4693,110.6000,0.5709,80.8000,0.6990,36.8000,165,0,10,175
SOM,2020-2024,95.6250,98.1793,97.7588,97.7796,15.0000,30.0000,0.7879,0.6641,44.0000,0.6857,41.8000,0.7820,18.6000,207,3,7,217
SOM,2025-2029,100.0000,92.5434,99.5132,97.3522,12.0000,7.6667,0.7897,0.9645,1.0000,0.3632,58.0000,0.7291,1.0000,16,0,0,16
SRB,1945-1949,75.0000,92.5969,45.0264,68.7000,48.7500,47.4583,0.0678,0.2926,39.0000,0.3689,31.0000,0.0094,38.7500,22,36,14,72
SRB,1950-1954,69.3994,99.8739,87.2084,87.1021,31.4000,37.6000,0.4501,0.1893,28.2500,0.7440,5.4000,0.5081,15.4000,67,5,19,91
SRB,1955-1959,67.5196,83.7352,77.6141,78.5501,58.4000,48.0667,0.2348,0.1163,42.3333,0.1936,50.4000,0.3063,27.4000,64,14,20,98
SRB,1960-1964,69.6480,77.3539,87.7731,78.2584,90.2500,85.6667,0.2334,0.2763,65.2500,0.0798,85.5000,0.4780,35.5000,71,7,18,96
SRB,1965-1969,79.1813,87.1372,93.3709,88.7035,75.0000,77.2667,0.4325,0.3829,83.0000,0.2700,94.4000,0.6400,25.8000,121,10,8,139
SRB,1970-1974,89.7815,94.0290,96.4756,93.4287,43.0000,53.4666,0.5918,0.6549,27.2000,0.3844,84.8000,0.6786,27.4000,345,7,10,362
SRB,1975-1979,95.2547,93.0763,97.2492,95.1934,63.2000,51.2000,0.5736,0.7273,25.0000,0.3114,102.4000,0.6811,33.4000,481,5,20,506
SRB,1980-1984,96.4557,88.3866,97.6855,94.1760,94.6000,92.0000,0.4574,0.6880,30.8000,0.1459,136.0000,0.6924,29.2000,683,2,27,712
SRB,1985-1989,97.8341,84.0635,97.7187,93.2054,117.6000,113.8000,0.3179,0.7174,22.0000,0.0498,142.8000,0.6548,36.8000,713,0,32,745
SRB,1990-1994,90.4429,53.6267,66.5131,70.1942,138.0000,126.0000,0.1577,0.5519,56.6667,0.0035,139.0000,0.4502,58.3333,157,2,3,162
SRB,2000-2004,,98.9689,85.6694,92.3191,116.6667,123.4445,0.4045,,,0.6287,43.3333,0.3209,108.0000,122,17,35,174
SRB,2005-2009,89.0490,95.5970,83.1409,89.5041,153.2500,143.5833,0.2705,0.2705,177.0000,0.4257,106.2500,0.2068,131.7500,215,38,63,316
SRB,2010-2014,90.5322,93.7583,83.0355,89.1087,158.8000,165.7333,0.2637,0.3257,151.4000,0.3190,149.0000,0.2253,128.2000,240,37,78,355
SRB,2015-2019,92.0803,88.3203,82.1474,87.5160,165.4000,159.4667,0.2418,0.4011,125.6000,0.1335,168.8000,0.2218,136.2000,292,41,106,439
SRB,2020-2024,92.2857,84.8337,80.2929,85.8041,178.2000,176.2666,0.2079,0.4029,127.6000,0.0855,175.2000,0.2095,147.4000,254,25,113,392
SRB,2025-2029,79.7881,92.5158,92.8174,88.3738,133.0000,164.0000,0.3715,0.2798,161.0000,0.3622,59.0000,0.4879,7.0000,6,0,1,7
SSD,2010-2014,73.0503,77.4254,79.7732,78.7759,167.0000,148.7500,0.1840,0.0043,192.0000,0.0936,171.7500,0.2695,122.0000,85,2,41,128
SSD,2015-2019,77.3892,68.4118,71.0863,72.2958,188.8000,189.7333,0.0685,0.0227,191.4000,0.0278,182.6000,0.1538,152.8000,128,13,84,225
SSD,2020-2024,81.6668,78.1040,75.3187,78.3631,175.4000,174.6667,0.1406,0.0810,186.6000,0.1048,172.4000,0.2040,150.8000,140,0,88,228
STP,1975-1979,91.7432,97.9316,96.5082,96.7546,38.6000,24.0000,0.7094,0.4596,79.0000,0.6270,47.8000,0.6412,45.2000,356,5,20,381
STP,1980-1984,94.7009,97.7417,97.4838,96.6421,47.4000,59.5334,0.6576,0.5760,59.8000,0.6064,52.2000,0.6800,31.8000,636,4,24,664
STP,1985-1989,98.6335,99.6414,99.4360,99.2370,3.6000,8.4000,0.8868,0.8270,9.6000,0.7769,11.4000,0.7865,2.2000,653,0,3,656
STP,1990-1994,,99.5386,99.0980,99.3183,2.0000,1.3334,0.8294,,,0.7001,18.0000,0.7415,5.0000,132,0,1,133
STP,2000-2004,,96.3955,97.0986,96.7471,44.7500,43.4167,0.6839,,,0.5529,68.2500,0.6863,32.7500,129,0,9,138
STP,2005-2009,98.4305,99.6985,98.4522,99.0591,5.0000,6.0667,0.8467,0.8550,5.0000,0.7363,19.4000,0.7673,12.6000,206,0,9,215
STP,2010-2014,98.1464,97.7202,98.7031,98.1424,23.2000,22.6000,0.8020,0.8115,7.0000,0.6083,63.6000,0.7871,11.4000,225,0,4,229
STP,2015-2019,96.4286,95.2417,98.6609,96.7260,40.6000,34.8000,0.7009,0.7326,55.5000,0.5380,78.4000,0.7940,11.4000,152,0,9,161
STP,2020-2024,85.7735,97.8481,96.9040,93.5085,99.4000,80.2000,0.5091,0.2215,156.2000,0.6665,55.6000,0.7345,37.0000,136,1,12,149
STP,2025-2029,,67.0415,64.8315,65.9365,185.0000,145.0000,0.0367,,,0.0201,102.0000,0.0610,33.0000,1,0,1,2
SUR,1975-1979,92.3722,97.7791,95.8696,96.2709,51.6000,40.2333,0.6543,0.4967,74.5000,0.5836,54.0000,0.6006,53.4000,387,5,34,426
SUR,1980-1984,95.5714,97.8654,97.1519,96.8629,50.6000,51.8667,0.6684,0.6242,50.8000,0.6092,56.8000,0.6599,43.2000,634,3,33,670
SUR,1985-1989,96.7701,97.5542,97.6200,97.3148,54.8000,56.6000,0.6421,0.6052,58.6000,0.5522,71.4000,0.6456,37.2000,622,0,30,652
SUR,1990-1994,96.5146,98.5133,98.4257,97.8178,36.0000,43.1333,0.7093,0.6327,49.0000,0.6230,43.8000,0.7496,12.2000,354,0,14,368
SUR,1995-1999,95.5929,97.1454,97.0339,96.5907,40.8000,30.2000,0.6768,0.6583,41.0000,0.5414,76.2000,0.7234,24.4000,322,2,24,348
SUR,2000-2004,93.5218,97.9845,97.6512,96.3858,69.4000,70.2667,0.6148,0.4803,92.8000,0.5665,72.8000,0.7029,24.8000,239,1,11,251
SUR,2005-2009,97.2097,98.2546,97.1295,97.5313,29.2000,39.2667,0.7125,0.7473,24.8000,0.5856,69.4000,0.6943,32.4000,355,1,20,376
SUR,2010-2014,95.9368,97.2043,96.7054,96.6155,58.2000,52.9334,0.6575,0.6274,47.0000,0.5275,98.8000,0.6764,47.0000,284,0,23,307
SUR,2015-2019,95.8922,97.0518,96.8106,96.5849,62.8000,60.9333,0.6600,0.6355,56.8000,0.5336,102.8000,0.6933,49.2000,380,0,30,410
SUR,2020-2024,96.3574,98.9644,97.8909,97.7375,13.0000,22.2000,0.7847,0.6939,35.4000,0.7529,26.2000,0.7849,14.8000,393,0,13,406
SUR,2025-2029,96.2559,99.6065,99.5132,98.4585,6.0000,6.0000,0.8624,0.8199,6.0000,0.7026,23.0000,0.7291,1.0000,10,0,0,10
SVK,1990-1994,,97.5192,74.5660,86.0426,152.5000,161.7500,0.2319,,,0.6011,64.5000,0.0942,148.5000,70,13,41,124
SVK,1995-1999,88.8428,99.2128,82.4534,90.3260,136.0000,138.6667,0.3351,0.2933,143.0000,0.7266,24.6000,0.2067,135.0000,240,41,80,361
SVK,2000-2004,92.0665,99.1777,81.5903,90.9448,132.8000,132.7333,0.3481,0.3927,118.0000,0.6518,43.0000,0.2255,122.6000,237,50,74,361
SVK,2005-2009,86.2554,99.5042,84.6160,90.1252,149.0000,146.5333,0.2893,0.1998,159.4000,0.7137,24.0000,0.2659,126.4000,404,62,73,539
SVK,2010-2014,89.7555,99.5540,78.9377,89.4157,156.0000,155.9333,0.2742,0.2940,166.6000,0.7493,15.4000,0.1557,147.2000,224,60,75,359
SVK,2015-2019,88.8618,99.1035,76.7004,88.2219,152.8000,152.0667,0.2634,0.2637,161.8000,0.7325,27.4000,0.1383,156.6000,272,84,100,456
SVK,2020-2024,90.8424,98.2929,77.6356,88.9236,153.6000,152.3333,0.2993,0.3216,157.0000,0.6825,43.0000,0.1673,157.2000,263,105,70,438
SVK,2025-2029,84.5229,99.6362,99.5132,94.5574,59.0000,123.0000,0.6294,0.4196,123.0000,0.7045,22.0000,0.7291,1.0000,10,0,0,10
SVN,1990-1994,,96.1282,77.8413,86.9848,154.3333,153.9444,0.2404,,,0.4749,92.0000,0.1418,140.0000,112,12,61,185
SVN,1995-1999,86.6075,98.8744,86.2178,90.5666,129.2000,136.2667,0.3443,0.2396,146.0000,0.6975,32.8000,0.3091,121.2000,371,37,81,489
SVN,2000-2004,89.6736,98.9840,80.8437,89.8338,148.4000,144.0000,0.3086,0.2962,147.0000,0.6323,48.4000,0.2121,128.8000,231,51,76,358
SVN,2005-2009,90.2822,99.4470,80.9515,90.2269,148.8000,148.2000,0.2930,0.2942,146.6000,0.7066,30.2000,0.1735,141.6000,260,60,80,400
SVN,2010-2014,91.1078,99.6886,81.1868,90.6611,135.8000,137.6667,0.3202,0.3489,145.8000,0.7636,7.8000,0.1904,134.6000,236,56,67,359
SVN,2015-2019,88.7408,99.1906,77.7794,88.5703,146.2000,144.6666,0.2748,0.2585,165.2000,0.7445,25.2000,0.1543,151.6000,281,81,96,458
SVN,2020-2024,89.0739,98.1055,81.3906,89.5234,144.8000,148.6000,0.3271,0.2432,173.6000,0.6811,53.2000,0.2432,140.4000,320,95,68,483
SVN,2025-2029,78.8368,99.9995,97.3031,92.0465,94.0000,115.0000,0.5103,0.2531,166.0000,0.7279,1.0000,0.6405,2.0000,19,0,1,20
SWE,1945-1949,77.4510,91.6922,84.8128,88.3877,33.5000,28.5000,0.3903,0.3483,37.0000,0.3544,31.7500,0.4092,25.2500,46,4,14,64
SWE,1950-1954,68.8072,83.6853,65.4361,74.1549,45.2000,48.7333,0.2231,0.1989,28.2500,0.3355,28.4000,0.1798,26.0000,38,14,22,74
SWE,1955-1959,77.9934,95.6768,83.1593,86.0239,34.4000,34.9333,0.4839,0.3211,26.3333,0.6087,18.4000,0.5257,15.0000,83,8,8,99
SWE,1960-1964,82.9631,98.0080,87.9429,89.6381,41.5000,37.0000,0.5669,0.6340,24.0000,0.6452,21.5000,0.4938,30.0000,80,4,12,96
SWE,1965-1969,75.9025,96.6276,72.0228,83.1984,98.0000,86.4000,0.2804,0.2552,101.0000,0.6019,35.2000,0.1466,86.4000,74,17,50,141
SWE,1970-1974,85.3564,97.9265,81.8696,88.3841,90.0000,89.7333,0.3977,0.4992,61.2000,0.6100,44.4000,0.1958,92.4000,230,7,93,330
SWE,1975-1979,86.6919,94.7297,84.2777,88.5664,115.4000,111.2667,0.2524,0.2880,101.2000,0.3759,94.6000,0.1739,102.2000,381,20,140,541
SWE,1980-1984,89.7225,93.5809,77.7499,87.0178,131.6000,130.1333,0.1575,0.2744,117.8000,0.3289,114.2000,0.0837,124.0000,440,32,236,708
SWE,1985-1989,91.5471,93.5563,80.4666,88.5234,132.4000,132.9333,0.1383,0.2604,129.0000,0.2820,125.4000,0.0811,120.8000,459,29,211,699
SWE,1990-1994,89.5272,97.3977,79.4478,88.7909,132.0000,132.0000,0.2316,0.2240,126.6000,0.5100,70.4000,0.1317,110.0000,228,31,103,362
SWE,1995-1999,85.8981,97.6938,88.0920,90.5613,129.8000,128.0000,0.3442,0.2143,148.0000,0.5812,65.8000,0.3558,110.0000,382,37,69,488
SWE,2000-2004,91.5542,96.6399,81.5882,89.9274,151.0000,148.5333,0.3122,0.3725,124.8000,0.4621,107.2000,0.2258,124.2000,237,47,77,361
SWE,2005-2009,90.7416,98.2052,82.4688,90.4719,140.4000,143.2667,0.3024,0.3148,136.2000,0.5727,76.6000,0.2010,129.2000,272,53,76,401
SWE,2010-2014,90.8377,98.1414,81.0353,90.0048,145.4000,143.7333,0.2955,0.3386,146.6000,0.6052,63.8000,0.1889,136.6000,235,50,73,358
SWE,2015-2019,88.9966,95.5902,84.5685,89.7184,137.0000,138.7333,0.3142,0.2686,161.2000,0.4278,127.4000,0.2858,128.4000,424,54,96,574
SWE,2020-2024,90.4255,97.5239,80.1718,89.3737,146.2000,145.6000,0.3169,0.2987,161.4000,0.6411,60.0000,0.2068,147.6000,278,82,78,438
SWE,2025-2029,85.4528,99.9928,99.5132,94.9863,49.0000,111.3333,0.6520,0.4485,109.0000,0.7274,3.0000,0.7291,1.0000,10,0,0,10
SWZ,1965-1969,,82.8219,81.6956,82.2587,103.5000,104.2500,0.3130,,,0.1948,112.0000,0.2949,80.0000,23,3,10,36
SWZ,1970-1974,73.3899,94.4099,94.8246,88.8716,86.0000,85.8000,0.4311,0.1748,111.2500,0.4361,82.4000,0.5914,42.4000,210,3,20,233
SWZ,1975-1979,92.5509,94.1347,94.2887,93.6581,85.0000,87.8000,0.4757,0.5574,61.8000,0.3285,105.0000,0.4993,73.8000,425,4,50,479
SWZ,1980-1984,93.5885,94.4348,94.4616,94.1616,93.2000,90.9333,0.4622,0.4783,82.2000,0.3825,104.6000,0.5107,82.2000,455,0,58,513
SWZ,1985-1989,92.5715,95.4504,95.3298,94.4505,106.0000,107.6667,0.4138,0.3386,114.8000,0.3981,109.4000,0.5072,83.4000,617,1,64,682
SWZ,1990-1994,94.2012,95.2424,94.9091,94.7842,89.2000,83.2667,0.5345,0.4847,91.4000,0.4396,94.2000,0.5736,59.0000,315,2,27,344
SWZ,1995-1999,93.7371,91.2410,91.9721,92.3168,109.0000,112.2667,0.4228,0.5421,74.6000,0.2206,147.0000,0.4835,84.8000,277,3,59,339
SWZ,2000-2004,94.2684,99.2849,97.9389,97.1641,43.2000,60.0000,0.6681,0.5263,79.0000,0.6665,32.0000,0.7186,17.2000,256,1,10,267
SWZ,2005-2009,94.7325,98.5670,96.2993,96.5329,68.8000,58.4667,0.6324,0.5377,92.2000,0.6110,66.8000,0.6521,61.4000,269,1,28,298
SWZ,2010-2014,94.5740,98.6552,96.6841,96.6378,53.0000,53.4000,0.6610,0.5535,69.6000,0.6615,49.6000,0.6771,46.6000,257,3,17,277
SWZ,2015-2019,93.6268,97.9580,96.8545,96.1464,74.0000,74.4000,0.6322,0.4945,94.2000,0.6192,65.0000,0.6988,47.0000,265,0,18,283
SWZ,2020-2024,94.4236,98.4795,96.0792,96.3274,43.2000,50.4667,0.6768,0.5448,82.8000,0.7115,40.4000,0.7079,40.2000,228,1,18,247
SWZ,2025-2029,,98.7934,99.5132,99.1533,2.0000,23.3333,0.9109,,,0.6528,28.0000,0.7291,1.0000,1,0,0,1
SYC,1975-1979,,94.6814,91.6924,93.1868,83.0000,95.5000,0.4613,,,0.3756,103.5000,0.4020,87.5000,45,2,3,50
SYC,1980-1984,94.6455,97.2565,97.1237,96.4308,51.0000,57.5333,0.6380,0.5311,73.2500,0.5718,60.8000,0.6625,41.0000,367,9,11,387
SYC,1985-1989,97.0152,99.0344,98.8655,98.3050,19.8000,26.8000,0.7674,0.6495,44.4000,0.7067,27.4000,0.7399,13.0000,560,0,9,569
SYC,1990-1994,98.8445,98.4806,98.1300,98.4850,13.6000,13.5333,0.7819,0.9210,4.2000,0.6389,47.2000,0.7424,19.6000,213,0,4,217
SYC,1995-1999,100.0000,99.4396,99.4013,99.5002,1.7500,3.1667,0.9201,1.0000,1.0000,0.7458,20.5000,0.8630,1.5000,116,0,0,116
SYC,2000-2004,100.0000,99.3578,99.4006,99.4095,2.0000,2.1666,0.8434,1.0000,1.0000,0.6733,36.7500,0.7954,1.2500,199,0,0,199
SYC,2005-2009,,99.8648,99.4594,99.6621,1.4000,1.3333,0.9080,,,0.7579,13.0000,0.8332,1.4000,20,0,0,20
SYC,2010-2014,99.3076,97.3541,99.0326,98.5639,9.6000,9.2667,0.8269,0.9256,1.6667,0.5571,79.0000,0.8043,6.6000,214,1,1,216
SYC,2015-2019,96.3846,98.3788,98.7143,97.8259,27.0000,25.4000,0.7557,0.6765,42.8000,0.6646,52.0000,0.7960,12.2000,278,0,7,285
SYC,2020-2024,97.4498,96.1846,98.2166,97.2837,21.8000,20.1334,0.7462,0.7928,12.4000,0.5151,97.2000,0.8111,9.6000,236,0,7,243
SYC,2025-2029,94.8718,82.1267,99.5132,92.1706,91.0000,43.0000,0.5157,0.7686,8.0000,0.1244,88.0000,0.7291,1.0000,6,0,0,6
SYR,1945-1949,79.3175,99.1544,87.1887,91.9745,26.7500,25.5000,0.4996,0.3924,33.0000,0.6849,12.7500,0.4276,26.2500,86,9,19,114
SYR,1950-1954,69.6774,90.4961,83.7312,82.5548,32.6000,31.3333,0.3902,0.2864,23.5000,0.5194,16.0000,0.5404,11.2000,61,0,12,73
SYR,1955-1959,73.1760,86.1693,71.7014,78.6227,49.3333,40.7778,0.2295,0.1605,31.0000,0.3162,37.6667,0.1828,32.6667,31,7,19,57
SYR,1960-1964,,95.6225,82.1734,88.8980,44.0000,51.4444,0.5330,,,0.5262,43.0000,0.3325,47.3333,41,4,17,62
SYR,1965-1969,84.2157,91.8652,88.8920,89.4914,69.8000,65.0667,0.4584,0.5672,47.0000,0.4011,79.0000,0.4695,57.8000,109,13,16,138
SYR,1970-1974,82.2916,97.5728,95.4743,91.7795,64.2000,64.8000,0.5187,0.4184,79.4000,0.5972,42.8000,0.6199,40.6000,313,9,17,339
SYR,1975-1979,92.9070,96.8426,95.9378,95.2291,62.4000,57.2667,0.5756,0.5972,54.2000,0.5200,65.8000,0.5993,55.8000,446,26,15,487
SYR,1980-1984,94.5003,95.7958,95.7320,95.3427,78.2000,80.1333,0.5420,0.5364,73.2000,0.4527,94.8000,0.5744,69.2000,628,41,12,681
SYR,1985-1989,94.5488,96.8036,96.1900,95.8474,92.2000,90.2667,0.5054,0.4259,98.4000,0.5027,80.4000,0.5485,74.0000,627,33,16,676
SYR,1990-1994,95.0316,97.2123,96.0056,96.0831,78.2000,79.8667,0.5883,0.5132,80.6000,0.5342,77.4000,0.6135,52.0000,331,12,8,351
SYR,1995-1999,93.5775,93.0532,91.4694,92.7000,105.0000,100.4000,0.4422,0.5320,78.0000,0.2899,140.0000,0.4593,95.2000,280,16,35,331
SYR,2000-2004,95.1754,97.4851,94.7623,95.8076,80.0000,84.0667,0.5830,0.5782,65.4000,0.5245,94.0000,0.5836,71.6000,432,11,36,479
SYR,2005-2009,95.3561,96.2248,93.2676,94.9495,103.8000,97.6667,0.5239,0.5885,76.2000,0.4088,129.0000,0.5111,97.8000,338,23,27,388
SYR,2010-2014,94.1764,92.3481,89.2497,91.9248,127.4000,123.9333,0.3753,0.5080,100.0000,0.2492,158.6000,0.3793,111.2000,276,33,43,352
SYR,2015-2019,92.3003,90.1757,88.1301,90.2020,135.6000,134.2667,0.3276,0.4145,124.6000,0.1762,165.6000,0.3595,120.0000,344,48,55,447
SYR,2020-2024,92.2692,85.7191,83.0576,87.0153,166.4000,158.8000,0.2441,0.4013,128.4000,0.1079,173.0000,0.2674,135.6000,282,72,55,409
SYR,2025-2029,78.7394,74.8535,50.0699,67.8876,184.0000,178.0000,0.0465,0.2504,167.0000,0.0541,97.0000,0.0130,34.0000,3,0,5,8
TCD,1960-1964,71.3000,95.7903,91.3145,91.6224,29.7500,15.8750,0.6657,0.3863,61.0000,0.5180,43.2500,0.6004,20.0000,73,3,14,90
TCD,1965-1969,93.6585,95.9343,95.0040,95.1301,17.0000,28.1333,0.7265,0.8938,6.0000,0.5639,40.8000,0.7178,14.2000,117,1,9,127
TCD,1970-1974,87.7315,97.2199,96.5243,93.8253,38.0000,31.3333,0.6135,0.5833,41.6000,0.5704,50.0000,0.6781,27.0000,267,2,16,285
TCD,1975-1979,94.8154,97.6429,97.2888,96.5824,37.0000,37.3333,0.6795,0.7219,28.4000,0.5841,54.0000,0.6857,33.8000,437,1,23,461
TCD,1980-1984,95.0358,96.5110,96.2937,95.9469,64.4000,53.4667,0.5963,0.5728,61.4000,0.5131,77.8000,0.6154,55.8000,603,3,44,650
TCD,1985-1989,96.0501,97.1359,97.0964,96.7608,71.2000,76.4667,0.5903,0.5439,74.2000,0.5187,80.0000,0.6101,53.0000,658,3,37,698
TCD,1990-1994,97.4646,99.3950,98.0500,98.3032,17.2500,27.5000,0.7458,0.7228,27.2500,0.7101,19.2500,0.7040,20.0000,279,0,7,286
TCD,1995-1999,92.2952,98.0185,93.8813,95.2914,61.0000,51.2000,0.5945,0.4320,106.0000,0.6135,56.0000,0.5741,61.4000,246,7,20,273
TCD,2000-2004,89.2083,97.3152,95.2686,93.9308,104.8000,99.2000,0.4806,0.2753,153.2000,0.5363,73.4000,0.6081,61.6000,102,7,6,115
TCD,2005-2009,84.0625,98.5459,95.8143,96.2554,71.0000,68.9333,0.6285,0.1602,185.0000,0.6079,64.6000,0.6302,61.4000,117,2,8,127
TCD,2010-2014,99.5414,97.8442,97.5131,98.2996,14.4000,31.4000,0.8057,0.9540,3.0000,0.5863,72.0000,0.7227,30.8000,243,1,11,255
TCD,2015-2019,94.4095,98.7690,97.9807,97.0531,43.6000,36.4667,0.6952,0.5430,89.2000,0.6958,42.0000,0.7563,23.8000,392,2,13,407
TCD,2020-2024,93.4043,98.8784,97.0300,96.4376,44.2000,54.3333,0.6887,0.4813,99.0000,0.7501,26.2000,0.7399,28.2000,376,2,18,396
TCD,2025-2029,93.7673,99.8109,93.7297,95.7693,34.0000,20.3333,0.6951,0.7284,13.0000,0.7157,15.0000,0.5163,6.0000,7,0,1,8
TGO,1960-1964,68.0000,95.7018,91.3401,90.9751,33.0000,23.0833,0.6176,0.3261,71.0000,0.5408,39.7500,0.6001,21.7500,72,1,16,89
TGO,1965-1969,85.0356,94.5107,92.8264,92.7034,38.2000,36.2000,0.6173,0.5969,40.0000,0.5119,53.0000,0.6282,31.0000,117,3,16,136
TGO,1970-1974,88.1696,97.2982,96.5525,94.0068,35.2000,41.8667,0.6256,0.5976,37.4000,0.5691,45.8000,0.6774,26.4000,299,2,18,319
TGO,1975-1979,94.3520,98.4043,98.1165,96.9576,28.8000,30.0667,0.7181,0.7088,29.8000,0.6620,37.4000,0.7497,19.0000,470,3,13,486
TGO,1980-1984,97.0985,98.5638,98.5180,98.0601,16.2000,20.0667,0.7946,0.7532,19.2000,0.6833,34.4000,0.7513,13.4000,734,0,15,749
TGO,1985-1989,98.1033,97.8351,98.0695,98.0027,36.8000,22.4667,0.7124,0.7454,22.4000,0.5681,66.4000,0.6721,33.2000,680,3,20,703
