Country name,Year,Pillar 1 Score,Pillar 2 Score,Pillar 3 Score,Total Index Average,Overall Rank,Overall Rank Rolling Avg (3y),Total Index Normalized,Pillar 1 Normalized,Pillar 1 Rank,Pillar 2 Normalized,Pillar 2 Rank,Pillar 3 Normalized,Pillar 3 Rank,Yes Votes,No Votes,Abstain Votes,Total Votes in Year
AFG,1968,36.33514603076251,95.73085825398965,94.93366423873455,75.66655617449557,80,55.666666666666664,75.66655617449557,36.33514603076251,87,95.73085825398965,46,94.93366423873455,28,24,1,2,27
AFG,1969,58.34849431123904,97.4253880568231,95.92942828704281,83.90110355170164,34,47.333333333333336,83.90110355170164,58.34849431123904,52,97.4253880568231,20,95.92942828704281,5,31,1,1,33
AFG,1970,71.81251552067577,97.34911502765914,86.32968064010063,85.16377039614518,32,48.666666666666664,85.16377039614518,71.81251552067577,32,97.34911502765914,25,86.32968064010063,68,30,2,3,35
AFG,1971,87.87734160601362,96.63938734840741,95.44663388529115,93.32112094657072,7,24.333333333333332,93.32112094657072,87.87734160601362,10,96.63938734840741,30,95.44663388529115,23,72,0,3,75
AFG,1972,73.62880663847068,90.88444760276852,92.61902612506677,85.71076012210199,42,27.0,85.71076012210199,73.62880663847068,20,90.88444760276852,81,92.61902612506677,54,76,0,6,82
AFG,1973,59.673130301442164,93.2145122950449,93.81307588282976,82.23357282643894,58,35.666666666666664,82.23357282643894,59.673130301442164,43,93.2145122950449,91,93.81307588282976,75,66,0,6,72
AFG,1974,70.55387100108084,97.23289233331155,95.8549382184011,87.8805671842645,45,48.333333333333336,87.8805671842645,70.55387100108084,45,97.23289233331155,45,95.8549382184011,46,50,1,4,55
AFG,1975,77.11832992670263,98.3224113315086,93.96904881869288,89.80326335896804,43,48.666666666666664,89.80326335896804,77.11832992670263,52,98.3224113315086,14,93.96904881869288,48,64,0,5,69
AFG,1976,78.94800220992173,99.91192545682047,98.4320450697521,92.43065757883143,30,39.333333333333336,92.43065757883143,78.94800220992173,42,99.91192545682047,11,98.4320450697521,21,88,0,2,90
AFG,1977,89.96901337098132,97.41619131343681,96.41461908828842,94.59994125756884,28,33.666666666666664,94.59994125756884,89.96901337098132,19,97.41619131343681,44,96.41461908828842,42,88,1,2,91
AFG,1978,55.75447839788841,74.21786760805156,78.96345368016158,69.64526656203385,104,54.0,69.64526656203385,55.75447839788841,95,74.21786760805156,130,78.96345368016158,106,85,3,16,104
AFG,1979,47.8605217847734,87.41615599536058,89.71297512167405,74.99655096726934,108,80.0,74.99655096726934,47.8605217847734,104,87.41615599536058,116,89.71297512167405,100,120,4,13,137
AFG,1980,40.64958730715319,76.97676661075552,82.0364093805084,66.5542544328057,123,111.66666666666667,66.5542544328057,40.64958730715319,122,76.97676661075552,133,82.0364093805084,115,77,14,7,98
AFG,1981,36.005691084106765,82.32581096600852,89.29644639962491,69.20931614991339,126,119.0,69.20931614991339,36.005691084106765,125,82.32581096600852,137,89.29644639962491,113,100,10,10,120
AFG,1982,53.09421864437214,83.15233473978203,90.5976999864613,75.61475112353848,123,124.0,75.61475112353848,53.09421864437214,115,83.15233473978203,132,90.5976999864613,113,131,9,14,154
AFG,1983,68.17939374929018,87.66727500708463,92.23625058703286,82.69430644780256,112,120.33333333333333,82.69430644780256,68.17939374929018,101,87.66727500708463,130,92.23625058703286,102,126,7,11,144
AFG,1984,71.26727494528981,90.60231283771553,94.63463004655924,85.5014059431882,110,115.0,85.5014059431882,71.26727494528981,98,90.60231283771553,123,94.63463004655924,97,128,9,4,141
AFG,1985,83.69908364151324,89.2955473032003,92.49523467414646,88.49662187295333,110,110.66666666666667,88.49662187295333,83.69908364151324,96,89.2955473032003,120,92.49523467414646,101,131,11,7,149
AFG,1986,87.4972615440144,92.03868205648709,94.24015997339878,91.25870119130009,99,106.33333333333333,91.25870119130009,87.4972615440144,100,92.03868205648709,103,94.24015997339878,89,134,4,10,148
AFG,1987,74.79634011299827,92.18670815525844,96.98080412541975,87.98795079789215,106,105.0,87.98795079789215,74.79634011299827,114,92.18670815525844,111,96.98080412541975,77,130,3,4,137
AFG,1988,72.74985864523269,97.80916076333358,97.17422307320925,89.24441416059183,106,103.66666666666667,89.24441416059183,72.74985864523269,115,97.80916076333358,50,97.17422307320925,68,127,1,6,134
AFG,1989,85.26167860749642,96.49528826368348,97.16369806034582,92.97355497717524,100,104.0,92.97355497717524,85.26167860749642,110,96.49528826368348,92,97.16369806034582,81,109,2,4,115
AFG,1990,87.15274241288235,98.17609287785832,97.94023746163583,94.42302425079215,86,97.33333333333333,94.42302425079215,87.15274241288235,96,98.17609287785832,70,97.94023746163583,79,82,0,3,85
AFG,1991,91.182600716693,98.87746426595693,98.25030223530658,96.10345573931882,43,76.33333333333333,96.10345573931882,91.182600716693,35,98.87746426595693,52,98.25030223530658,74,65,1,1,67
AFG,1992,83.43415778912085,98.56599956442398,97.13082708705227,93.04366148019903,74,67.66666666666667,93.04366148019903,83.43415778912085,82,98.56599956442398,46,97.13082708705227,43,69,1,3,73
AFG,1993,77.46721303675527,98.15339452899708,94.80020428636955,90.14027061737397,67,61.333333333333336,90.14027061737397,77.46721303675527,79,98.15339452899708,24,94.80020428636955,44,52,2,1,55
AFG,1994,65.13636839753374,97.90177597635986,92.50184738194798,85.1799972519472,60,67.0,85.1799972519472,65.13636839753374,73,97.90177597635986,23,92.50184738194798,59,53,2,3,58
AFG,1995,65.65265689182787,95.75508969560461,92.15148481204817,84.51974379982688,80,69.0,84.51974379982688,65.65265689182787,74,95.75508969560461,69,92.15148481204817,69,62,2,5,69
AFG,1996,82.6815759627821,95.35847043481641,89.66278920334108,89.23427853364653,56,65.33333333333333,89.23427853364653,82.6815759627821,36,95.35847043481641,79,89.66278920334108,90,55,3,3,61
